author,text,bias,type,audience
Richard Durbin (Senator from Illinois),6 days left to #GetCovered on the IL exchangesÛÓlearn how: http://t.co/ZFqE0gIWVI @CoveredIllinois,partisan,mobilization,constituency
Tom Price (Representative from Georgia),"MUST READ from @marcthiessen -- ""Kidnapped Libyan prime minister pays the price for an Obama leak"" http://t.co/MHHab1V0XD",partisan,policy,national
Xavier Becerra (Representative from California),"IÛªm proud to stand with President Obama in Las Vegas, NV while he speaks on his #ImmigrationAction. The #TimeIsNow!",partisan,support,national
Janice Hahn (Representative from California),Just six hours left to avoid a #GOPshutdown. #EnoughAlready,partisan,attack,national
Steve Stockman (Representative from Texas),"Obama's best-ever jobs report?  Below average.

Obama is putting the ""O"" in mediocre. http://t.co/xV234hDM5R",partisan,other,national
Dianne Feinstein (Senator from California),"John Brennan: In some cases, unauthorized interrogation techniques ÛÏwere abhorrent and rightly should be repudiated by all.Û #ReadTheReport",partisan,policy,national
Debbie Wasserman Schultz (Representative from Florida),One year later and all the Republican Party has gotten is one year older #SameOldParty http://t.co/tUZo6lPBB0 http://t.co/gIVDm9lc5T,partisan,attack,national
Lloyd Doggett (Representative from Texas),"Today I voted for sunsetting 2001 Authorization or Use of Military Force (AMUF), but rejected by vote of 191-233",partisan,information,national
Robert Goodlatte (Representative from Virginia),Voted to defund #Obamacare today. #SenateMustAct,partisan,policy,national
Michael McCaul (Representative from Texas),"Chairman McCaul: In my judgment it has all the hallmarks of an act of terrorism, we just don't know who's behind it.",partisan,policy,national
Trent Franks (Representative from Arizona),"Tweeting #ObamaFailures every half-hour #46 Returned Churchill bust gift. Lied: ""We still have it!"" British Embassy: ""No, you don't"" #tcot",partisan,attack,national
John Cornyn (Senator from Texas),"""Revelations confirmed complaints [Cornyn] had received in 2011 and 2012 from...the King Street Patriots, San... http://t.co/fOVEa5goxz",partisan,attack,national
Fred Upton (Representative from Michigan),Welcome to today's #Path2Cures roundtable: @SecBurwell @NIHDirector @US_FDA @fastercures @FIRSTweets @Mpiresearch_cro @CoCancerCenter,partisan,policy,constituency
Jeanne Shaheen (Senator from New Hampshire),Spoke on the Senate floor this AM to call for the swift confirmation of Landya McCafferty. Read my remarks here: http://t.co/VcmvwIzgSL,partisan,policy,national
Kevin Brady (Representative from Texas),"So, Carney believes a wage gap is OK at the White House as long as it's better than the national average? http://t.co/So2XtrWD1Q",partisan,policy,national
Michelle Lujan Grisham (Representative from New Mexico),"Supporting #Fast4Families on the 'National Day to Act, Fast and Pray' for immigration reform #TimeIsNow http://t.co/NPpdD8tMUE",partisan,policy,national
Bill Johnson (Representative from Ohio),The President can support #jobs and #energy independence by approving #KeystoneXL  #SOTU,partisan,information,national
Alan Grayson (Representative from Florida),Let me say to the NSA...: There is no threat to America when I talk to my mother! #MindYourOwnBusinessNSA https://t.co/Mrf8HtwlGs,partisan,policy,national
Mitch McConnell (Senator from Kentucky),WTVW-TV report: McConnell sponsors Sunscreen Innovation Act (+playlist): http://t.co/J0yooWhFTR #Kentucky,partisan,policy,national
Erik Paulsen (Representative from Minnesota),ICYMI: Seattle Times' Editorial advocating passage of my bill to combat sex trafficking. #NotForSale http://t.co/6uDkVgac9g,partisan,policy,national
George Miller (Representative from California),"As I told my colleagues on the House Floor this morning, itÛªs time to give hard-working Americans a raise. LIKE... http://t.co/tyv37yEeDV",partisan,support,national
Renee Ellmers (Representative from North Carolina),"ÛÏObamacare wasn't competently run,Û  via @TheAtlantic. In @HouseCommerce hearings, we will look for #ObamcareAnswers. http://t.co/IcfqSryEZB",partisan,policy,national
Robert Pittenger (Representative from North Carolina),6PM tele-town hall. Share your thoughts abt the shutdown &amp; debt ceiling proposal 855-269-4484 #nc09 #CLT #ncpol,partisan,mobilization,national
Trey Radel (Representative from Florida),Now following @RedMillennial hoping to involve and hear from more #youngconservatives  Stay in touch! And stay involved! #fl19,partisan,mobilization,national
Edward Markey (Senator from Massachusetts),RT @BostonDotCom: Senator Ed Markey: Amazon drones need rules http://t.co/mu8uABc230 #mapoli #masen,partisan,policy,national
John Yarmuth (Representative from Kentucky),Our economy is too fragile for extreme austerity: http://t.co/zdCGnaEh #sequestration,partisan,policy,national
Ted Poe (Representative from Texas),"Tonight President Obama left Americans with a case of deja vu, delivering a speech filled with recycled promises... http://t.co/n8swoQVmGc",partisan,attack,national
John McCain (Senator from Arizona),"Radio Free Europe barred from #Azerbaijan ""convention,"" but not the old Obama gang. Doing well by doing good! http://t.co/DlMHAKgUL3",partisan,attack,national
Sean Maloney (Representative from New York),"Working with @AGSchneiderman to ensure schools are safe haven for students to learn and grow, not a place of hatred and persecution",partisan,policy,national
John Rockefeller IV (Senator from West Virginia),U.S. can benefit from UAS technology without sacrificing our safety or personal privacy. This is a responsibility I take very seriously.,partisan,policy,national
Roy Blunt (Senator from Missouri),Thanks to everyone who joined us for this weekÛªs #MOMornings. Learn more about how you can attend here: http://t.co/4JzmfonFRz,partisan,policy,constituency
Mark Pocan (Representative from Wisconsin),"GOP jobs failure continues to hurt Wisconsin middle-class working families-#WI ranked 37th in job creation last year.
http://t.co/54Ac3aO0zL",partisan,policy,constituency
Mitch McConnell (Senator from Kentucky),.@KentuckyBAEO and Pastor Jerry Stephenson are working hard to promote school choice initiatives in #Kentucky.,partisan,information,constituency
Darrell Issa (Representative from California),You can read my full letter to Sec Sebelius here: http://t.co/KF4UJes5PW,partisan,policy,national
Eddie Johnson (Representative from Texas),House Dems have a 100-day action plan to put the #MiddleClassFirst.,partisan,information,national
Mike Pompeo (Representative from Kansas),All sides are pushing for Obama to make a decision on the Keystone XL pipeline. http://t.co/hpFO19N8t2,partisan,support,national
Ted Cruz (Senator from Texas),Thank you! RT @SarahPalinUSA: We have your backs @SenTedCruz @SenMikeLee http://t.co/sxKCGB8QVf Please RT to #DefundObamacare,partisan,support,national
Dana Rohrabacher (Representative from California),@ASH_hematology Agree shouldn't cut med research. Now where should we cut to make up 4 that increase in deficit?   Med benefits to illegals?,partisan,policy,national
John Cornyn (Senator from Texas),Cornyn: No Obamacare Exemptions For Federal Employees: http://t.co/UwlNJBymMh,partisan,policy,national
Jeff Merkley (Senator from Oregon),"The ""breaking the rules by changing the rules"" talking point you've been hearing is false. http://t.co/f7YGMeUl5z",partisan,policy,national
Steve Pearce (Representative from New Mexico),"Hasty listing decisions can needlessly cost thousands of jobs, destroy communities, and even harm the species itself. http://t.co/EbVS4igwnk",partisan,policy,national
Gerald Connolly (Representative from Virginia),"POTUS: we have to address climate change. ""The debate has ended #SOTU",partisan,support,national
Jim Himes (Representative from Connecticut),"I wonder if the Republicans using the House floor for campaign purposes, as they are now doing, is a Hatch Act violation. #notalawyer",partisan,policy,national
Ron Kind (Representative from Wisconsin),"ThatÛªs why I, along with nearly 200 of my colleagues, petitioned Speaker Boehner to allow a vote on raising the #MinimumWage. #RaisetheWage",partisan,support,national
Harold Rogers (Representative from Kentucky),A $17 trillion debt is not the legacy we should leave for our children. #Time4Solutions http://t.co/GHvotJHAqL,partisan,policy,national
Dana Rohrabacher (Representative from California),"@sschwarz07 OK. article U attached about so-called plight of Polar Bears proclaimed litany of ""could be"" horrible threats to bears, not real",partisan,attack,national
John Kline (Representative from Minnesota),Kellogg woman and her husband farm. Concerned about not qualifying for disaster assistance when their grass suffered drought. #KlineTTH,partisan,policy,national
Jackie Walorski (Representative from Indiana),VIDEO: College students tell @SenateDems and Obama: #DontDoubleMyRate http://t.co/ku3zvn8wjF,partisan,attack,national
Robin Kelly (Representative from Illinois),We will remember the innocent who have died from reckless gun violence. We will not be silent! #honorwithaction http://t.co/nOO4UrVzTm,partisan,policy,national
Martha Roby (Representative from Alabama),Pleasure to be in Henry County today visiting w/ Abbeville Kiwanis. Thank you to everyone who came out for lunch http://t.co/dJ0XVEFJcZ,partisan,support,national
Steve Southerland (Representative from Florida),"Proud to support #FarmBill that restores certainty for farmers &amp; moves past PelosiÛªs costly, big government policies http://t.co/lq6k8KesCh",partisan,policy,national
Jim Himes (Representative from Connecticut),"POTUS: ""I am optimistic that we can get immigration reform done this year"".",partisan,support,national
Keith Rothfus (Representative from Pennsylvania),Americans need #Obamacare delay. @DrPhilRoe came up w/ #ABetterWay. Find info on American Health Care Reform Act: http://t.co/WEcSXqGawE,partisan,policy,national
Mark Udall (Senator from Colorado),.@amazon delivery #drones show need to update law to promote #innovation &amp; protect #privacy. My #UAS bill does that: http://t.co/l9ta5SKq6u,partisan,policy,national
Paul Tonko (Representative from New York),.@timesunion: New York State sees end-of-season surge in #Obamacare signups http://t.co/CfCyC7F23u #ACA,partisan,support,constituency
Todd Rokita (Representative from Indiana),Eliminating fed #RedTape through #Medicaid reform allows states to save and innovate. - http://t.co/hpf83tdu,partisan,policy,national
David Price (Representative from North Carolina),RT @AppropsDems: .@RepDavidEPrice : continuing to slash investments in our communities is highly irrational and damaging to economy and ConÛ_,partisan,policy,constituency
Kirsten Gillibrand (Senator from New York),Nowhere in America do we allow one's boss to decide whether or not an employee was sexually assaulted except in the US military. #passMJIA,partisan,policy,national
David Price (Representative from North Carolina),@IanHainline Every foreign-born grad w/a grad. degree from a U.S. univ. who stays &amp; works in #STEM creates on avg. 2.6 US jobs. #imarch,partisan,policy,constituency
Brad Sherman (Representative from California),On @msnbc Tuesday at 10:10amET (7:10amPST) RE: Doubling US Broadcast into #NorthKorea. Lets give Kim Jong-un a double dose of free speech,partisan,personal,national
Debbie Wasserman Schultz (Representative from Florida),"ICYMI, @TheDemocrats are diving into fixing the problems we had on Tuesday night. Watch: http://t.co/kujKKH5PFb",partisan,personal,national
Jim Bridenstine (Representative from Oklahoma),The House passed the Permanent Internet Tax Freedom Act this week. Now the Senate needs to act. #tcot #NoInternetTax http://t.co/0kLjrw1hZ8,partisan,policy,national
Roy Blunt (Senator from Missouri),"For those covering Pres ObamaÛªs MO speech today, here are my floor remarks on his latest #jobs #pivot http://t.co/VvNhe1LhEW",partisan,attack,national
Bennie Thompson (Representative from Mississippi),"Jackson needs strong, competent leadership. I've taken a good look at each of the candidates and have decided who I am supporting.",partisan,constituency,constituency
Cathy McMorris Rodgers (Representative from Washington),LIVE: LetÛªs leave our kids with the America our parents gave us--one in which everyone has the opportunity to succeed http://t.co/sQAr4wjWCz,partisan,support,national
Dana Rohrabacher (Representative from California),@spoonboy42 Not closing door on foreigners. I support robust skill based immigration. Let them become part of Am family before providing aid,partisan,support,national
James Moran (Representative from Virginia),Thanks to @autismspeaks &amp; work of @SenatorEnzi @SenatorMenendez @RepChrisSmith @USRepMikeDoyle for  Autism CARES ACT http://t.co/RpJvHlpwEK,partisan,support,national
Paul Tonko (Representative from New York),It's time to help #FamiliesSucceed by modernizing our workplace policies  Õ http://t.co/EIiWat8jWH http://t.co/MVbdlA3x8J,partisan,policy,national
John Cornyn (Senator from Texas),"RT @SenJohnHoeven: Setting the record straight on #KeystoneXL benefits: Creates approx. 42,100 jobs, lowers gas prices. More info at:   httÛ_",partisan,policy,national
Joaquin Castro (Representative from Texas),.@davidgregory I hope so. It's obviously critical to our nation right now. There are two pieces -- policy and funding. #TweetThePress,partisan,personal,national
Kevin McCarthy (Representative from California),What are the PresidentÛªs real priorities? Put Americans back to work or please the narrow environmental lobby? http://t.co/bzRpaHtye3,partisan,attack,national
Ted Cruz (Senator from Texas),"On Obamacare, we win, they lose. If enough Americans rise up, we will #DefundObamacare: https://t.co/LS4orn0Njz Are you with us?",partisan,support,national
Frederica Wilson (Representative from Florida),Headed to @WhiteHouse for the signing of bipartisan worker training bill to modernize our workforce development system #WIOA,partisan,policy,national
Emanuel Cleaver II (Representative from Missouri),"If they do not hear our cries in the street, let them hear us in the voting booth.",partisan,mobilization,national
Debbie Wasserman Schultz (Representative from Florida),Happy happy birthday to my good friend @donnabrazile _Ù_ä @TheDemocrats are lucky to have her on our team! #HBD,partisan,support,national
Phil Roe (Representative from Tennessee),At 12:30 I will participate in a call with Freedomworks &amp; bloggers nationwide to discuss how Obamacare is hurting the economy. #FWroundtable,partisan,support,constituency
Ed Perlmutter (Representative from Colorado),"Small, nonfarm businesses in 43 Colorado counties are eligible to apply for low-interest federal disaster loans... http://t.co/1wWJpJE6",partisan,policy,constituency
Tim Huelskamp (Representative from Kansas),"41 years after #RoevWade, I am recommitting myself to passing laws that save the lives of unborn children &amp; protect women #prolife",partisan,policy,national
Steve Scalise (Representative from Louisiana),"The #Benghazi hearing begins today, you can watch the live stream beginning at 10:30 CT here: http://t.co/d7t4IH3J6O",partisan,information,national
Al Franken (Senator from Minnesota),Our operations on the ground don't come free. Help keep this campaign firing on all cylinders: http://t.co/ARBpZ8YcF4,partisan,mobilization,constituency
Bernard Sanders (Senator from Vermont),Sanders: Don't Cut Social Security and Disabled VeteransÛª Benefits: http://t.co/HDCn0tSPQL #Veterans #ChainedCPI,partisan,mobilization,national
Eric Cantor (Representative from Virginia),"RT @SpeakerBoehner: To learn more about the Gabriella Miller #KidsFirst Research Act, visit http://t.co/eDbHAiZqS4",partisan,support,national
Tim Huelskamp (Representative from Kansas),#Liberalism: Vegas school thinks that SexEd is ok for 5 Year olds.,partisan,policy,national
Raul Ruiz (Representative from California),I sent a letter to @SpeakerBoehner urging a vote on #CIR &amp; to begin to address the humanitarian crisis at the border http://t.co/ibBAfOIz2o,partisan,policy,national
Tim Murphy (Representative from Pennsylvania),Forget gun control: New #MentalHealth plan to stop mass shootings http://t.co/3kwNX0h7yO via @JFKucinich &amp; @PostTV #HR3717,partisan,attack,national
Doug Collins (Representative from Georgia),@CantwellPress please do the right thing and pass the House CR. Don't let Senator Reid shut down the gov't over #Obamacare. #SenateMustAct,partisan,mobilization,national
Sheldon Whitehouse (Senator from Rhode Island),".@ProvPhoenix: ""A Senator walks into a bar in MatunuckÛ_but it's no joke."" http://t.co/wiBFoMMHng",partisan,policy,national
Cory Booker (Senator from New Jersey),Visiting with seniors at Bella Vista Gardens (w Senator Brian Stack) http://t.co/XX1CdsgdzY,partisan,personal,national
Benjamin Cardin (Senator from Maryland),"#Navalny conviction takes Russia back to the days of USSR using courts as a weapon of tyranny
Stmnt w/@SenJohnMcCain 
http://t.co/IpAoyD3HBK",partisan,personal,national
Bill Flores (Representative from Texas),"As promised, I am donating the pay that I received during the government shutdown. http://t.co/UlR0rspVQq",partisan,policy,national
Lindsey Graham (Senator from South Carolina),Spoke with Fox News last night about my interview with a State Department #Benghazi surivor. WATCH: http://t.co/xhjiGMY1Cq,partisan,media,national
Claire McCaskill (Senator from Missouri),Claire: This is a bipartisan effort aimed at getting at the nature of the problem of campus sexual assault. #1is2many http://t.co/SSBtXpj5Oy,partisan,mobilization,national
Elijah Cummings (Representative from Maryland),Baltimore County Md. Health - Back to School Free Immunizations http://t.co/WiBCnRIG4z,partisan,policy,national
Cory Gardner (Representative from Colorado),RT @marcorubio: #SuperBowlXLVIII winner will be #DenverBroncos 24-21. Happy #SuperBowlSunday,partisan,personal,national
Gwen Moore (Representative from Wisconsin),My colleagues &amp; I sent a strong message that people accessing our courthouses should be safe from intimidation &amp; fear http://t.co/UJsETAttgc,partisan,policy,national
Bernard Sanders (Senator from Vermont),"Must Read: How to get a raise at McDonaldÛªs - @HaroldMeyerson, @WashingtonPost: http://t.co/zh4cva5Txz #StrikeFastFood",partisan,policy,national
Ileana Ros-Lehtinen (Representative from Florida),"Wrong! Didn't say this! @seungminkim: MT @andiezd: .@RosLehtinen: ""Cantor has lost.It pains me 2say this but immigration is officially dead""",partisan,policy,national
Kevin Brady (Representative from Texas),33k jobs impacted due to the #Obamacare medical device tax http://t.co/a4FFzsZFqw,partisan,policy,national
Dan Kildee (Representative from Michigan),It was great to join you! MT @FrownieGirl @RepDanKildee Thanks for waking up with YL Breakfast Club yesterday &amp; for helping to change lives!,partisan,policy,national
Mike Rogers (Representative from Michigan),".@CBSEveningNews To say there is no Al-Qaeda affiliate organizing, helping &amp; participating would be completely inaccurate #Benghazi",partisan,policy,national
Adam Kinzinger (Representative from Illinois),We need a clear and concise plan to take down #ISIS: http://t.co/I7a2FR0KOu,partisan,policy,national
David Schweikert (Representative from Arizona),#AuditTheIRS http://t.co/l4eG6RR6MF,partisan,policy,national
Barbara Lee (Representative from California),Thanks to all in #CA13/#EastBay for your thoughts on #Syria. I'll vote NO on any authorization of military force. http://t.co/NnD7wr0dya,partisan,policy,national
Brad Wenstrup (Representative from Ohio),Small businesses are being forced to reduce employee hours in order to comply with #ObamaCareÛªs mandates http://t.co/QPLrX1zqVG,partisan,information,national
Richard Durbin (Senator from Illinois),Omw to leadership press conf on actions Congress can take to make sure everyone has a #FairShot - watch here http://t.co/mhTF6BUdWW,partisan,policy,national
Sherrod Brown (Senator from Ohio),#tbt President FDR signed #SocialSecurity Act into law #OTD in 1935. ItÛªs up to us to preserve &amp; protect it now. http://t.co/b2YYBXS3uG,partisan,personal,national
Kevin Brady (Representative from Texas),"As our weak economy continues to struggle, more energy jobs and tax revenue is good for the economy http://t.co/y6bakUiqWR",partisan,policy,national
Richard Hudson (Representative from North Carolina),@MichaelLambe What's the concern? I am waiting for details but want to see secure border &amp; worker program w-out citizenship?,partisan,support,national
Adrian Smith (Representative from Nebraska),Higher medical costs are forcing more Americans to go without care. @GallupNews: http://t.co/J6eOuyngDl #Obamacare #BrokenPromises,partisan,policy,national
Mark Udall (Senator from Colorado),"RT @RonWyden: .@SenatorBarb, @MarkUdall &amp; I will file our NDAA amdt to bring more transparency to rulebook the NSA plays by. It's a 1st steÛ_",partisan,policy,national
Terri Sewell (Representative from Alabama),"50 yrs ago today, Martin Luther King Jr. spoke of a dream. A dream that we must continue to stride towards #Equality http://t.co/h7TGmrs6d4",partisan,information,national
Bill Cassidy (Representative from Louisiana),Be a voter! Come out this Saturday and cast your ballot for @BillCassidy! #VoteCassidy http://t.co/cnRARP3dze http://t.co/j55hWPvaNp,partisan,personal,constituency
John Duncan Jr. (Representative from Tennessee),Very wise words from my friend @RepMcClintock this am http://t.co/DGw1IIS0JA #BorderCrisis,partisan,support,national
Ted Cruz (Senator from Texas),Think Obamacare is bad? It's just the first step: http://t.co/45ZVQSPT1A We can stop it. #DontFundIt #DefundObamacare,partisan,mobilization,national
Orrin Hatch (Senator from Utah),A labor leader calls the Obama AdminÛªs failures on #KeystoneXL ÛÏgutlessÛ &amp; ÛÏpolitics at its worst. RT if you agree. http://t.co/7rW9wlqRe8,partisan,attack,national
Mark Pocan (Representative from Wisconsin),Standing w/ furloughed fed workers in rain who want Congress to do our jobs so they can do theirs. #GOPshutdown http://t.co/7A4z8uvXlY,partisan,policy,national
Trey Radel (Representative from Florida),Why does keeping troops out of #Syria matter? If u thought #Iraq was complicated this is 1000x worse,partisan,policy,national
Jeffrey Denham (Representative from California),Just started a @HouseVetAffairs committee hearing to get to the bottom of the #VAScandal. Watch live http://t.co/jMWiBwUZsO or on C-SPAN 2.,partisan,information,national
Henry Cuellar (Representative from Texas),Today is a historic day for every American. Comprehensive Immigration Reform passed the Senate 68-32. I urge the House to act. #CIR #latism,partisan,support,national
Trey Radel (Representative from Florida),RT @nowthisnews: Rep. Trey Radel (R- #FL) slams #Obamacare. #politics https://t.co/zvywMG8yIH,partisan,policy,national
Jeff Merkley (Senator from Oregon),Great news ÛÒ Supreme Court upheld marriage equality in OR. Love is still the law! http://t.co/5HkPV3IvpD #GayMarriageOR,partisan,information,constituency
JosÌ© Serrano (Representative from New York),Excited for @BarackObamaÛ÷s #MyBrothersKeeper initiative- important effort to expand opportunity for young men of color throughout nation,partisan,support,national
Kevin McCarthy (Representative from California),"UNBELIEVABLE: One day after US economy suffers contraction in GDP growth, Pres. Obama dissolves Jobs Council: http://t.co/itu3LkVd",partisan,attack,national
Adam Kinzinger (Representative from Illinois),"ÛÏKinzinger, Harms talk concealed carryÛ via Pontiac Daily Leader: http://t.co/XhQ6nCut2x",partisan,media,constituency
Kyrsten Sinema (Representative from Arizona),"Secretary Shinseki should resign. 1,700 AZ vets are stuck on secret lists, waiting for care. Unconscionable. LISTEN: https://t.co/zmdtY0I7y2",partisan,information,national
Frederica Wilson (Representative from Florida),Watch now: Speaking on my amendment to HR10 to increase accountability &amp; transparency for students in charters: http://t.co/O10zUU59No,partisan,information,national
Joe Heck (Representative from Nevada),Admin is working to cut #MedicareAdvantage for seniors http://t.co/c8M41eQL3c I'm working to give them options http://t.co/5zs7ZzwEuU #NV03,partisan,information,national
Alan Lowenthal (Representative from California),Glad @JerryBrownGov signed the anti-human trafficking SB955 into law. CA should lead the way--I applaud his decision. http://t.co/x4QOM8GWIU,partisan,support,national
Ileana Ros-Lehtinen (Representative from Florida),Admin reached deal w the man who bragged of advancing #nukes prgrm thru deception. I remain skeptical. #NKorea all over again.,partisan,policy,national
Pat Roberts (Senator from Kansas),Thanks to the Pawnee County folks who turned out to the Town Hall meeting in Larned. These folks areÛ_ http://t.co/sqsEF5p5vL,partisan,support,constituency
Steny Hoyer (Representative from Maryland),"Great op-ed by Pres. Clinton about signing #FMLA 20 yrs ago today, an important law protecting workers http://t.co/csYEv7O4 #HoyerHeadlines",partisan,support,national
Adam Kinzinger (Representative from Illinois),The President doesnÛªt get to just decide he doesnÛªt like Congress and do his own thing: http://t.co/jmclKjUzSG,partisan,attack,national
Joe Manchin III (Senator from West Virginia),Pleased @EPA has extended the comment period to 12/1 for the carbon emissions rule. For directions on how 2 comment: http://t.co/z46OHlQxGJ,partisan,policy,national
Kevin Brady (Representative from Texas),"@StephenCRT  The FAA spent $5M on 1 conference, $200M on travel and supplies and $500M on consultants. They should keep towers open instead.",partisan,policy,national
Mike Quigley (Representative from Illinois),@jstj88 @FWD_us definitely! Top priority for this office &amp; proud to join w/ Illinois members to bring CIR advocates to #SOTU tonight,partisan,media,national
Dana Rohrabacher (Representative from California),@migrainediva @SpeakerBoehner @PresenteOrg You are passing on a lie,partisan,attack,national
Mike Pompeo (Representative from Kansas),New study confirms fears about #Obamacare and harmful cuts to Medicare Advantage. See full study here --&gt; http://t.co/OLDsZDKJcQ,partisan,attack,national
Vicky Hartzler (Representative from Missouri),Was glad to welcome Jason Smith to Congress and witness his swearing today. He is an outstanding leader who will represent MO-8 well.,partisan,support,national
Kevin McCarthy (Representative from California),READ: Our letter to POTUS on reforming the #VA. He must lay out a vision for mending what is clearly a broken system http://t.co/EX5z6szspr,partisan,attack,national
Alan Grayson (Representative from Florida),Power to the People. http://t.co/AyAx96xKHF,partisan,policy,national
Christopher Murphy (Senator from Connecticut),W @SenBlumenthal @SenatorDurbin @MarkeyMemo &amp;DV survivors to intro bill to close domestic abuser loophole in gun laws http://t.co/Qr74fDJnpb,partisan,support,national
Pat Meehan (Representative from Pennsylvania),"#Obamacare vexing small businesses, courtesy of @PittsburghPG http://t.co/QYZRShdZqg #TrainWreck",partisan,policy,national
Mark Udall (Senator from Colorado),100 @FEMA workers in #CO furloughed. #Shutdown = harming critical #COflood recovery efforts &amp; must end NOW. #EnoughAlready #LetHouseVote,partisan,attack,constituency
Steve Pearce (Representative from New Mexico),Pretty much says it all... http://t.co/uyzvuTF9Yy,partisan,policy,national
Dianne Feinstein (Senator from California),I talked with @MitchellReports this afternoon about President ObamaÛªs plan to confront ISIL. Watch here: http://t.co/LBbaxaOMfv,partisan,media,national
RaÌ¼l Grijalva (Representative from Arizona),No #GOP has mentioned #EarthDay in Congress since 2010. What is the Republican environmental agenda? http://t.co/Aq61obQJEQ #p2 #green,partisan,attack,national
Jim Jordan (Representative from Ohio),"Check out my latest interview with @gretawire on #IRSscandal, Lois Lerner's BlackBerry http://t.co/kJ7YddkElR @FoxNews #tcot",partisan,media,national
Paul Tonko (Representative from New York),.@WNYT: The American on Dream on hold for some during shutdown http://t.co/vQtkrljmDW,partisan,attack,national
Kevin Brady (Representative from Texas),"The FCC ""want diversityÛÓbut not of the political kind."" - @TheJuanWilliams   http://t.co/oH3u8gSYU6",partisan,policy,national
Michael Crapo (Senator from Idaho),Yes I will! RT @VictoriaFinkle: Crapo also said he'll keep fighting for structural change to CFPB.,partisan,support,national
Paul Cook (Representative from California),"Thanks to the bravery of the Greatest Generation, tyranny was defeated and freedom rings today. #DDay70 http://t.co/KZJG7LPcWw",partisan,support,national
RaÌ¼l Grijalva (Representative from Arizona),RT @RepJimMcDermott: If only the #GOP were as committed to job growth as it is to meaningless gestures. #Obamacare #37X http://t.co/LX3kjVzÛ_,partisan,policy,national
Robert Scott (Representative from Virginia),"ICYMI, here's the link to my op-ed in the @PilotNews on why #VA should expand its #Medicaid program: http://t.co/ygeZGgpNz7 #ObamaCare",partisan,policy,national
Kenny Marchant (Representative from Texas),Washington Post finds more false #sequester claims coming from the White House http://t.co/ah5GhrLoMa,partisan,personal,national
Robert Latta (Representative from Ohio),MT @HouseCommerce: #SubEnergyPower unveils draft legislation to protect consumers from higher #energy costs http://t.co/YlowrmEi0l,partisan,policy,national
Jeff Flake (Senator from Arizona),Serious questions remain about #Benghazi. Ex: Why did Amb. Rice make statements contradicting known intelligence and analysis at the time?,partisan,attack,national
Richard Burr (Senator from North Carolina),.@SenAngusKing and I penned an op-ed together explaining our student loan repayment proposal: http://t.co/SeaMJnt1ZU #fixthemaze,partisan,policy,national
John Cornyn (Senator from Texas),"Paul Ryan explains his ""fiscal cliff"" vote",partisan,personal,national
John Boehner (Representative from Ohio),PHOTO: Proud to sign @RepJoeHeckÛªs Three Kids Mine bill to help create #jobs in #NV https://t.co/HuAppsfkHi,partisan,support,constituency
Kevin Brady (Representative from Texas),"He has refused to pass other Laws for the accommodation of large districts of people, unless those people would...",partisan,policy,national
Jeff Fortenberry (Representative from Nebraska),"Regrettably, the House failed to approve its proposal for a new #FarmBill. Frankly, I was shocked by the outcome. http://t.co/6wSv6Dek9A",partisan,information,national
Brian Higgins (Representative from New York),"$21M #HeadStart grant to @CAOErieCounty will foster lifelong appreciation for learning, improve opportunity for youth http://t.co/KleZhMV0ke",partisan,support,national
Michael Fitzpatrick (Representative from Pennsylvania),"Another day, another delay for another part of the presidentÛªs health care law... and a part designed to make... http://t.co/UJiHLZH5tZ",partisan,policy,national
Ileana Ros-Lehtinen (Representative from Florida),DemandarÌÁ Obama un recuento en #Venezuela? Creo q deberÌ_a. Lee mi carta y tweet @whitehouse para decirle lo q piensas http://t.co/wrhmJLBKzh,partisan,attack,national
Charles Boustany Jr. (Representative from Louisiana),#ObamaCare is more unpopular than ever. Read why: http://t.co/JkHuAkfkLv #LA03,partisan,attack,national
Richard Burr (Senator from North Carolina),#Obamacare to insure 2 million fewer than previously estimated according to CBO: http://t.co/2dxMteFOm5 #trainwreck #brokenpromises,partisan,attack,national
George Holding (Representative from North Carolina),"This afternoon, I spoke on the House Floor about my skepticism regarding a military strike in Syria. These... http://t.co/u4zct2ksJM",partisan,information,national
David McKinley (Representative from West Virginia),U.S. veterans using federal govtÛªs online benefits system experience #glitches. Sound familiar? http://t.co/S8Eb7sKe12,partisan,attack,national
Jack Reed (Senator from Rhode Island),"Raising borrowing costs on future students is short-sighted &amp; wrong. Instead of profiting off students, we shld make college more affordable",partisan,policy,national
Justin Amash (Representative from Michigan),"Instead of protecting Americans, the #NSA endangered Americans. RT @BloombergNews: The NSA knew for at least two years about Heartbleed.",partisan,policy,national
Susan Brooks (Representative from Indiana),Honored to stand in support of the #SkillsAct with @GOPLeader  @RepJohnKline and @RepVirginiaFoxx today. http://t.co/HSFF1uSPEA,partisan,policy,national
Edward Markey (Senator from Massachusetts),@marty_walsh @RepMaloney working to keep our #MA communities safe.,partisan,support,constituency
Phil Roe (Representative from Tennessee),He shall from time to time give to Congress information of the State of the Union. What do you hope to hear in the President's speech? #SOTU,partisan,mobilization,national
Chaka Fattah (Representative from Pennsylvania),@DestiGrace1 @AmericanLegion I support Gen Shinseki and the VA Health System.I been there and seen and talk to Vets. http://t.co/kIKCdjtoNw,partisan,support,national
